Age,Gender,Height,Weight,BMI,Calories,WorkoutDuration,Steps,SleepHours,WaterIntake,ActivityLevel,FatLoss,WeightLoss
65,Female,158.6,97.3,38.69,2375,66,6334,8.0,1.8,Low,5.27,5.62
21,Male,177.4,51.7,16.42,1433,24,12018,7.1,3.6,High,6.47,6.68
26,Male,162.2,45.0,17.1,2716,35,3350,6.1,1.8,High,3.64,4.32
64,Female,154.9,82.0,34.18,1406,72,2471,5.6,3.3,Moderate,7.82,7.92
31,Other,161.1,75.5,29.11,1886,58,1000,6.1,3.2,Low,6.05,6.62
32,Male,179.2,53.6,16.71,2340,80,12446,7.2,2.4,Moderate,6.13,7.28
55,Male,185.2,47.2,13.77,3560,85,11633,4.8,1.3,Low,4.21,5.08
27,Male,164.1,112.8,41.89,2708,6,6971,7.5,2.7,High,5.39,6.06
42,Male,168.6,86.3,30.36,2058,53,3536,7.1,0.8,Low,5.98,6.19
31,Male,166.9,78.4,28.11,2314,30,10919,8.5,2.1,Low,5.09,5.67
27,Male,170.4,117.5,40.49,2759,11,17641,7.8,2.8,Moderate,4.89,5.21
64,Female,170.6,96.4,33.11,3010,22,7175,6.1,3.4,Moderate,4.37,5.47
27,Male,170.5,109.8,37.81,2176,36,3789,5.0,2.5,High,6.1,6.53
22,Male,179.2,56.8,17.67,2190,36,12345,6.0,2.1,Moderate,5.54,5.86
50,Male,182.5,56.1,16.84,1884,28,4036,8.7,2.0,Low,4.61,5.14
59,Female,167.6,89.1,31.74,2632,44,6716,7.4,2.2,Low,4.95,5.28
24,Male,165.1,85.5,31.37,2812,113,1000,7.7,3.2,Moderate,6.15,6.83
51,Male,185.1,100.5,29.33,1330,0,6938,6.2,2.9,Low,4.51,5.75
43,Male,185.7,48.6,14.1,2101,76,3525,7.6,2.6,Moderate,5.68,6.28
57,Female,155.0,90.7,37.76,1693,44,12405,5.2,3.2,Moderate,5.88,6.16
24,Female,161.5,95.8,36.71,2375,32,4583,8.1,2.6,Moderate,5.71,6.25
64,Male,168.0,94.9,33.61,1681,0,10729,5.6,1.4,Low,3.73,3.88
47,Male,166.1,70.7,25.61,1639,66,7632,4.6,1.6,High,6.49,8.09
58,Male,165.2,87.3,32.01,2861,4,8438,9.7,3.1,Moderate,3.62,4.85
35,Female,167.8,64.0,22.74,2217,68,9827,7.2,1.4,Moderate,7.54,8.58
63,Female,163.4,72.7,27.25,2270,93,7812,7.1,2.3,Moderate,5.91,6.77
48,Male,184.5,59.2,17.41,2515,9,5732,4.8,2.5,Moderate,3.66,4.2
24,Male,170.1,64.3,22.23,2785,77,5157,7.7,1.7,Moderate,4.83,5.38
62,Female,157.8,73.7,29.57,2090,45,9781,8.1,1.1,High,7.52,8.04
56,Female,160.6,69.2,26.81,2101,0,1343,6.8,1.5,Moderate,3.04,4.47
32,Male,168.9,64.3,22.55,2103,11,13873,8.1,1.0,Low,3.81,4.34
44,Male,179.9,54.6,16.88,2840,49,8461,8.4,3.2,High,4.65,5.05
36,Male,176.9,113.3,36.2,2265,56,6819,7.6,3.0,Moderate,5.99,6.56
44,Female,157.1,69.0,27.97,2154,0,8931,4.4,1.9,Low,3.0,3.78
64,Female,169.1,83.9,29.34,2495,45,5919,5.6,1.4,Low,4.2,4.2
61,Female,167.3,46.3,16.55,3215,68,7376,9.0,3.6,Moderate,3.98,4.71
28,Female,167.4,102.4,36.57,2337,72,4038,7.1,3.0,Moderate,6.03,6.03
64,Male,167.3,81.0,28.95,2165,33,9312,7.1,2.0,High,6.32,7.44
39,Male,181.2,70.0,21.33,3271,57,7725,6.0,3.7,Low,3.06,3.06
51,Male,176.0,70.2,22.64,2964,75,8656,6.2,2.7,Moderate,5.23,5.55
54,Female,164.0,93.6,34.83,2892,68,13190,8.4,2.9,Low,5.53,5.53
41,Female,161.2,45.0,17.32,2049,69,5185,8.8,1.7,Moderate,6.4,7.63
39,Male,176.8,63.2,20.22,2000,48,7548,8.0,1.2,High,7.26,7.86
39,Male,182.7,75.9,22.74,1382,42,2220,7.7,1.2,Low,6.4,7.78
59,Female,157.0,75.6,30.7,2782,52,9925,7.8,4.5,High,6.99,8.28
36,Female,161.6,123.1,47.12,2338,23,7938,6.9,1.9,Low,3.91,4.94
31,Female,149.8,71.9,32.05,1399,76,8060,5.6,2.7,Moderate,7.99,8.09
35,Male,170.0,95.8,33.18,2900,2,7449,5.3,3.0,Moderate,3.45,4.11
27,Female,155.3,110.6,45.89,2131,30,5976,8.6,2.6,Moderate,5.66,6.74
36,Female,158.7,90.1,35.76,2192,43,16736,7.0,2.5,High,6.43,7.17
23,Female,160.5,65.9,25.57,1543,58,8133,7.6,2.4,Moderate,7.96,8.43
22,Female,162.3,54.9,20.84,2546,63,9037,7.3,3.0,High,6.56,7.28
52,Female,159.6,91.4,35.89,2550,86,4012,7.3,1.7,Moderate,6.22,6.98
21,Female,161.5,107.6,41.24,2276,47,11097,7.4,2.2,Moderate,6.93,7.01
45,Female,161.6,87.8,33.64,2090,24,7567,7.8,0.8,Low,5.15,5.55
55,Male,180.0,100.2,30.92,3613,40,9560,6.1,0.9,Moderate,3.45,4.28
52,Male,173.6,124.7,41.35,1698,36,11158,8.4,1.4,High,8.02,8.93
39,Female,169.6,93.1,32.37,1939,59,7636,6.1,3.4,Moderate,6.71,7.4
27,Female,147.3,58.2,26.83,2654,15,5630,7.3,2.4,High,4.49,4.95
62,Male,169.4,78.9,27.52,1792,40,1000,5.6,3.2,High,6.37,6.9
58,Male,172.2,102.7,34.62,1755,90,6644,6.8,2.9,Low,6.7,7.03
47,Female,164.9,73.5,27.03,2865,50,5611,6.2,2.8,Moderate,4.5,5.06
22,Female,151.8,105.1,45.6,2602,15,3999,7.0,1.8,High,5.13,6.03
19,Female,158.5,76.8,30.57,2542,35,13085,7.9,2.7,Low,4.91,6.36
33,Male,183.5,84.0,24.94,2390,0,11439,7.1,2.8,Low,3.8,3.98
25,Female,169.5,71.7,24.95,1953,43,1595,9.4,4.6,Low,5.86,6.9
59,Female,164.3,80.9,29.95,2173,91,8537,8.0,2.3,High,8.03,8.77
27,Male,156.0,81.8,33.64,2260,11,5139,6.7,3.3,High,5.03,5.07
31,Male,168.9,49.0,17.19,2723,4,9283,6.9,2.5,High,3.25,3.81
64,Other,184.6,70.1,20.56,2512,26,5201,7.5,2.0,Moderate,4.19,4.73
57,Male,187.0,55.8,15.96,1836,70,6113,7.8,3.4,Moderate,6.14,6.74
28,Female,161.4,70.7,27.11,2694,92,11370,5.5,4.3,Low,5.94,6.9
36,Female,161.9,63.7,24.29,1460,57,10867,7.8,2.8,High,8.5,9.79
42,Female,159.3,96.2,37.91,2139,8,13283,5.6,2.0,High,4.92,5.98
49,Male,173.7,96.4,31.97,1728,44,7240,7.6,3.0,Moderate,7.74,8.41
62,Female,159.1,88.1,34.79,1871,95,2905,8.3,2.9,Low,7.05,7.76
59,Male,186.5,55.2,15.86,3263,36,11224,7.4,4.6,High,4.49,5.82
64,Female,156.6,76.2,31.07,1564,48,11244,4.2,3.3,High,7.84,8.07
19,Male,174.1,53.8,17.73,1890,51,10198,4.9,1.8,High,6.74,7.78
29,Female,168.1,75.3,26.67,2555,1,5396,7.7,3.7,Moderate,4.67,4.86
45,Female,157.9,89.7,35.97,2064,72,4252,4.1,3.3,Moderate,6.82,6.89
20,Male,179.0,95.9,29.91,2377,68,9875,7.7,3.4,Moderate,7.58,8.4
35,Male,168.2,86.5,30.58,3014,0,4898,8.2,3.0,Moderate,3.31,3.33
25,Female,154.0,100.7,42.45,2627,7,6922,8.4,3.5,High,5.35,5.81
62,Male,185.0,82.7,24.17,2065,17,18172,6.7,3.0,Low,4.5,5.58
21,Male,160.9,73.8,28.51,2233,65,15451,7.5,2.4,Moderate,7.35,7.63
25,Male,187.1,93.7,26.77,2565,23,10774,7.3,2.7,High,5.93,7.15
27,Female,174.4,94.3,31.02,2617,56,5682,5.2,2.5,Low,4.63,4.63
25,Female,156.4,68.6,28.04,2310,39,5471,7.9,2.9,Moderate,5.6,6.56
45,Male,181.8,84.8,25.67,2480,46,10505,8.7,2.7,High,6.01,6.12
35,Other,174.0,72.7,24.01,2480,58,13239,7.8,2.3,Moderate,6.57,7.1
61,Male,163.5,45.0,16.84,2253,52,6209,6.4,2.4,Moderate,4.81,5.48
30,Male,177.4,85.9,27.3,1997,44,6401,7.9,2.6,Moderate,7.04,7.54
43,Male,174.5,54.7,17.96,2671,54,8306,8.6,1.0,Low,4.03,4.54
49,Male,172.3,83.9,28.27,2445,51,3138,8.4,3.5,Moderate,5.59,5.68
48,Male,169.0,50.4,17.63,1259,39,3245,8.2,2.9,High,6.71,7.81
56,Female,164.5,65.0,24.03,1887,32,3883,5.1,2.0,Low,3.78,3.95
27,Male,169.3,70.2,24.48,2059,97,9911,7.5,3.1,Low,7.81,7.98
42,Female,158.6,99.6,39.59,2199,32,8951,7.8,2.1,Low,5.78,6.34
56,Male,172.1,68.4,23.1,2901,83,11979,8.2,2.1,Moderate,6.6,6.96
59,Male,171.0,58.7,20.06,3901,25,1919,7.6,2.9,Moderate,2.97,3.86
47,Male,169.7,84.6,29.37,1100,67,2690,8.9,3.9,Moderate,8.08,8.49
49,Female,163.1,74.1,27.84,2452,94,9595,4.8,2.9,Moderate,6.36,6.96
59,Female,175.8,92.2,29.84,2334,35,4947,7.7,1.9,Moderate,5.79,6.43
47,Male,176.9,59.8,19.11,2209,26,5201,7.6,2.3,Moderate,4.42,5.36
63,Male,172.1,81.8,27.62,2571,32,11544,8.1,3.4,High,4.73,5.15
24,Male,162.6,122.5,46.31,2374,44,6064,8.9,3.0,Moderate,5.04,5.06
34,Female,159.7,73.7,28.89,2119,54,6474,5.9,3.5,High,6.55,6.87
23,Male,176.5,81.4,26.11,2314,43,7124,8.8,3.0,Moderate,4.95,5.95
22,Female,162.2,48.1,18.29,2578,33,7337,8.0,3.3,Moderate,4.68,5.4
40,Male,176.1,62.6,20.21,2530,99,10397,6.8,4.4,Low,5.73,6.2
28,Male,187.8,86.3,24.45,2394,39,3764,5.9,1.4,Moderate,4.87,5.49
37,Female,163.8,72.1,26.85,2008,27,7341,7.2,4.8,Moderate,6.09,6.6
39,Male,162.4,89.1,33.78,3709,68,12068,7.3,3.4,High,6.0,6.88
47,Male,167.2,85.6,30.63,2479,68,15464,7.4,5.0,Moderate,6.53,7.25
63,Female,167.7,54.3,19.3,2681,84,3251,6.2,1.7,High,4.43,4.93
58,Male,171.2,96.3,32.85,2046,98,9158,7.7,2.9,Low,8.5,9.42
36,Male,175.2,55.6,18.12,2394,54,7334,6.5,2.7,Moderate,4.39,5.4
33,Male,176.5,64.2,20.62,2390,36,7654,8.5,3.4,Moderate,5.26,5.53
54,Female,163.4,82.1,30.77,1344,0,5236,9.1,3.0,Low,4.47,4.76
23,Female,170.4,106.2,36.56,1941,18,10645,6.0,2.9,Moderate,5.25,6.69
43,Male,164.8,59.9,22.07,1932,50,10465,7.1,3.3,Low,7.01,7.83
38,Female,167.2,80.7,28.84,1999,11,16830,8.2,2.5,Low,4.83,6.01
26,Female,158.8,80.8,32.06,1765,0,3376,7.3,2.1,Moderate,5.79,6.7
47,Female,160.6,89.8,34.84,2321,46,1882,5.4,3.0,High,5.17,5.93
33,Female,161.2,99.3,38.23,2998,66,15191,8.0,2.1,High,7.29,7.29
26,Female,161.6,70.7,27.07,2365,38,7818,6.3,2.5,High,5.43,5.6
49,Female,170.2,96.2,33.22,1709,70,6401,7.2,1.3,Low,7.26,8.08
26,Male,157.6,101.9,41.07,1784,62,8658,5.8,2.7,Low,7.22,7.51
50,Male,178.5,110.1,34.56,2111,77,3118,8.0,1.8,Low,6.14,6.69
25,Female,161.4,87.0,33.39,1592,105,9315,6.5,2.6,Moderate,8.15,9.07
38,Male,185.5,80.8,23.48,2452,118,7719,8.1,1.6,High,6.22,6.86
56,Female,166.7,69.5,24.99,2976,65,11758,6.7,2.6,Moderate,5.47,6.21
28,Male,175.8,51.7,16.74,2012,32,10999,6.4,3.4,Moderate,5.02,6.11
54,Female,159.5,73.0,28.69,2338,46,11291,7.5,2.1,Low,6.28,7.4
52,Male,174.7,80.0,26.22,2085,89,8667,5.7,1.8,Moderate,7.37,7.95
61,Female,169.1,76.0,26.6,1985,19,13615,9.2,3.3,High,5.69,6.74
26,Male,174.3,88.8,29.22,2394,85,10016,7.2,3.4,Moderate,6.64,6.9
52,Male,175.7,51.8,16.79,1968,40,6134,6.3,3.0,Moderate,4.78,5.45
62,Female,160.8,74.7,28.88,1895,51,5167,6.5,2.2,Moderate,5.73,6.53
54,Female,176.0,113.9,36.77,1490,22,5562,7.0,2.0,Moderate,6.64,7.2
27,Female,167.6,95.9,34.14,2332,7,10060,8.2,2.3,Moderate,4.48,5.0
57,Other,172.6,89.1,29.9,2833,37,3339,5.9,2.5,High,4.67,4.87
23,Male,170.6,85.0,29.21,2653,81,8542,6.6,1.0,Moderate,5.71,6.3
46,Female,166.0,71.4,25.93,3045,25,5084,6.9,1.7,Low,3.06,3.1
41,Male,161.1,46.4,17.89,1962,90,3614,8.9,3.7,Moderate,6.12,6.67
43,Female,152.0,86.2,37.32,2725,28,4179,8.2,2.8,Low,4.71,5.33
42,Male,177.8,45.0,14.23,1748,15,7916,8.9,3.7,Low,3.97,4.83
19,Male,172.8,72.1,24.17,2654,52,10673,7.0,3.5,Low,5.95,6.14
42,Female,165.7,77.9,28.38,3122,64,5634,8.7,2.3,High,5.91,6.63
62,Female,165.1,70.0,25.66,2549,50,1000,8.5,2.3,Low,4.85,5.65
38,Male,185.3,117.1,34.1,3130,49,19040,7.8,3.5,High,6.59,7.18
31,Female,166.4,110.8,40.02,2000,89,11912,7.9,3.3,Low,7.92,8.68
65,Female,158.5,96.6,38.44,2232,47,11262,6.3,3.5,Moderate,6.54,7.24
22,Male,173.3,61.3,20.43,1842,31,13697,9.2,2.6,High,5.91,5.91
41,Female,158.3,112.6,44.94,2317,13,8323,6.7,2.7,Low,4.11,4.39
42,Male,164.7,89.1,32.86,2434,80,7527,7.7,2.4,High,7.0,8.35
40,Male,179.2,61.0,19.01,2313,33,12745,7.8,2.6,Moderate,5.32,6.14
62,Female,171.6,78.6,26.69,2062,35,12721,5.4,2.0,Low,5.52,5.91
38,Male,155.1,95.3,39.61,2054,74,10153,6.9,2.5,High,8.45,9.18
64,Male,177.3,67.2,21.39,2472,102,11088,7.2,2.5,Low,5.86,6.71
21,Female,141.6,80.5,40.19,2220,52,3664,6.9,2.2,Low,4.51,5.65
53,Male,171.9,83.7,28.34,1724,41,7098,7.0,3.3,High,6.8,7.26
46,Female,159.6,58.2,22.84,1351,44,13963,8.8,1.3,Low,6.99,7.38
29,Female,155.9,73.1,30.08,2002,32,10815,6.0,2.9,Moderate,5.77,6.19
28,Male,171.4,59.5,20.27,1608,35,2882,5.5,1.8,Low,5.01,5.41
52,Female,159.1,93.6,36.99,1882,35,6141,6.3,1.8,High,6.89,7.28
48,Male,170.1,61.7,21.32,2088,70,13393,7.9,1.9,Moderate,7.36,8.03
47,Female,163.1,83.3,31.29,2226,42,9593,8.0,3.0,Low,5.32,5.78
20,Male,183.5,53.0,15.73,1966,83,8636,7.7,0.8,High,7.52,8.1
46,Female,165.5,57.6,21.04,3395,41,8741,8.1,2.8,Moderate,3.95,5.21
65,Male,160.0,56.7,22.16,1669,34,7707,7.3,2.6,High,6.12,6.39
18,Female,159.3,72.8,28.69,2904,80,6165,6.4,1.7,Moderate,5.1,5.82
40,Male,172.5,81.2,27.32,2218,45,5082,5.9,2.8,Moderate,5.2,5.4
41,Male,170.9,84.6,28.96,1971,41,11536,5.5,1.5,Low,5.59,6.51
61,Male,173.1,46.1,15.38,2593,45,8831,6.7,2.6,Moderate,5.13,6.12
31,Female,160.2,75.0,29.22,2073,86,10474,7.9,1.5,Moderate,8.05,8.35
40,Other,169.8,64.5,22.37,1896,53,9913,7.3,4.4,Moderate,7.17,7.53
52,Male,178.0,87.6,27.64,3194,79,12930,7.0,3.4,Low,5.4,6.24
20,Male,166.3,73.2,26.46,1202,38,9591,5.7,2.8,High,7.44,7.94
56,Male,171.6,76.5,26.0,2177,75,10882,10.0,1.7,Low,6.5,7.59
57,Male,156.3,64.6,26.45,2395,51,8585,6.0,2.4,Moderate,5.39,5.57
52,Female,160.3,109.0,42.43,3004,69,4683,7.1,2.4,Moderate,5.9,6.88
49,Female,166.6,54.9,19.77,2100,72,7210,8.2,2.8,Low,6.57,7.95
53,Female,170.8,70.8,24.27,3630,18,10064,7.1,3.0,Moderate,3.92,4.66
55,Male,177.8,79.9,25.28,2679,47,10371,6.0,2.8,Low,5.06,5.44
61,Male,178.4,73.5,23.09,1116,71,13078,8.0,2.9,Low,8.41,8.74
38,Female,159.5,64.2,25.26,1573,76,6390,5.4,2.4,High,7.13,7.67
39,Male,177.1,45.4,14.47,2418,80,8790,9.1,2.9,Moderate,5.87,6.71
48,Female,158.3,65.6,26.16,1728,47,7547,7.3,2.0,Moderate,7.12,7.2
27,Male,164.6,60.7,22.41,2573,88,13685,6.7,1.6,Low,5.56,6.05
59,Male,173.2,108.2,36.08,2073,26,9317,5.3,4.3,Moderate,5.56,6.2
54,Female,165.4,118.8,43.42,1701,3,9384,5.6,3.0,Low,3.39,4.54
48,Male,185.4,77.1,22.43,1817,37,7875,6.9,4.2,Low,5.77,7.02
32,Other,177.0,52.7,16.83,2725,78,7212,9.3,2.4,Moderate,4.53,5.08
34,Male,168.3,91.3,32.24,1288,14,2929,7.3,4.8,Moderate,6.08,6.29
38,Male,171.8,60.3,20.44,2822,3,3585,7.4,2.7,Low,2.99,3.64
49,Male,175.1,68.1,22.23,2837,0,8625,7.5,3.6,Low,2.95,3.61
55,Male,173.5,66.7,22.16,2134,65,8189,9.8,2.6,Moderate,5.32,6.33
50,Female,170.8,69.0,23.66,1597,4,8645,6.5,2.7,Low,3.81,4.25
62,Male,174.5,71.6,23.51,2577,60,11294,8.9,2.5,Low,4.74,5.0
64,Female,166.7,54.4,19.56,2056,35,8325,6.5,2.2,High,5.37,5.96
51,Female,164.8,65.4,24.06,1542,23,6780,6.2,3.5,Low,4.92,5.4
35,Male,171.0,96.4,32.95,3254,17,7265,6.9,2.6,Moderate,3.45,3.93
46,Male,178.5,77.4,24.3,1857,50,8853,6.9,3.3,High,7.48,7.78
38,Male,171.1,80.3,27.41,1563,23,6669,7.7,3.4,Low,5.89,6.05
48,Female,170.1,45.0,15.55,2442,44,11725,4.2,3.9,Moderate,4.41,5.22
56,Female,169.6,95.1,33.05,2266,56,7960,7.2,3.0,Moderate,6.51,7.2
35,Male,184.9,65.7,19.21,3043,62,8880,6.3,1.2,Low,4.66,4.98
42,Female,171.1,98.2,33.54,2109,71,5142,6.1,2.3,Low,6.26,7.15
20,Male,182.4,80.8,24.28,2115,49,11727,5.4,2.6,High,7.31,7.31
53,Male,164.4,67.9,25.13,2467,15,13036,6.6,2.6,Low,3.9,4.36
41,Male,174.1,47.8,15.76,2399,58,3228,6.4,3.8,High,5.07,5.74
40,Other,183.8,117.1,34.68,2415,63,9403,6.5,3.6,Moderate,6.76,7.75
43,Male,176.2,92.5,29.79,2435,39,7622,5.0,2.5,Moderate,4.53,4.93
28,Male,178.4,93.5,29.38,2382,36,8994,7.1,4.8,Moderate,5.82,6.81
46,Male,162.9,110.7,41.73,2091,114,9582,6.1,2.3,Moderate,8.15,8.52
53,Female,163.0,82.0,30.88,2716,8,1000,5.0,2.4,Moderate,3.5,4.39
34,Male,167.7,102.3,36.4,2120,58,10658,6.3,1.6,Moderate,8.08,9.27
24,Male,158.0,69.4,27.78,2702,74,11893,6.1,1.2,High,6.17,6.42
36,Male,171.2,91.3,31.15,2993,35,12286,7.0,1.5,High,4.83,5.48
27,Female,161.4,66.7,25.58,1961,40,4693,6.3,3.5,Low,5.37,6.15
35,Male,165.3,68.9,25.22,3502,33,7891,5.3,3.3,Low,3.13,3.3
48,Female,167.9,79.7,28.28,1943,45,6113,5.9,1.8,High,6.14,6.89
23,Male,171.0,55.2,18.88,1947,70,1296,4.9,2.7,Low,5.12,5.52
53,Male,162.6,83.9,31.75,2569,39,5828,8.4,3.3,High,6.0,6.3
28,Female,152.2,72.4,31.26,2520,132,4205,8.6,0.8,Low,5.96,6.42
60,Female,160.7,45.0,17.42,2335,32,9170,8.7,4.2,Low,4.43,4.86
53,Male,180.9,69.8,21.31,2709,83,2289,6.3,3.5,Low,4.35,5.23
31,Female,155.2,71.8,29.81,2426,60,4571,8.6,3.3,Low,6.12,6.72
45,Female,158.6,93.4,37.12,3332,48,6181,7.5,3.7,Moderate,4.7,6.11
23,Male,164.8,83.1,30.6,2273,86,10695,6.0,0.8,Moderate,6.18,6.59
22,Female,163.0,104.1,39.16,1872,0,17722,6.2,2.4,High,4.78,5.55
63,Female,156.5,87.4,35.69,2024,56,9060,6.8,3.7,Moderate,7.99,8.53
56,Male,172.8,68.0,22.77,2535,24,4387,7.1,2.6,Moderate,4.52,4.67
25,Female,150.0,76.9,34.22,2542,32,5623,7.4,3.3,Moderate,5.63,6.79
31,Male,169.6,71.7,24.95,2403,31,10303,7.0,3.9,Low,3.85,4.49
27,Male,167.9,86.8,30.78,1875,18,3288,6.6,3.2,High,6.02,6.35
36,Other,167.7,79.1,28.12,2854,0,11838,8.6,2.4,Moderate,3.59,4.33
31,Female,146.1,66.7,31.24,3268,55,8956,6.9,3.1,Moderate,5.41,6.38
33,Female,161.4,78.2,30.02,2314,43,7562,6.8,1.1,Moderate,4.72,5.02
43,Female,169.2,86.3,30.15,3205,36,2102,6.7,3.0,Moderate,3.54,4.16
27,Female,173.4,59.9,19.93,2733,66,11221,6.9,3.3,Low,4.88,5.84
60,Male,181.4,83.7,25.43,3409,57,5334,5.4,2.7,Low,3.28,3.94
52,Other,172.0,49.6,16.76,2536,37,8537,5.8,3.6,High,4.91,5.7
54,Female,156.0,97.9,40.22,2368,130,7449,9.9,2.9,High,6.15,6.66
26,Female,163.0,87.5,32.92,2721,73,2456,5.0,2.7,High,5.14,5.18
51,Male,167.8,107.3,38.13,2083,113,7192,7.3,4.2,Moderate,7.75,8.26
58,Male,179.1,57.9,18.06,2503,33,3764,7.4,1.7,Moderate,4.58,4.98
26,Male,168.7,98.4,34.59,2965,51,5717,8.2,3.9,High,5.48,6.04
54,Male,178.6,94.8,29.73,2709,10,9514,7.4,3.8,Moderate,4.75,5.16
35,Male,170.9,74.7,25.59,2284,35,10458,9.3,3.4,High,5.04,5.7
55,Female,161.9,71.2,27.18,2400,28,7936,7.3,2.2,Moderate,5.18,5.66
40,Female,164.8,58.5,21.53,2678,128,4906,8.6,2.9,Moderate,5.57,6.46
56,Male,180.0,53.8,16.6,2662,25,5734,8.2,1.9,Moderate,3.98,4.79
25,Male,172.7,64.5,21.62,2675,38,5673,8.9,2.1,Low,3.53,3.8
36,Female,157.7,55.4,22.27,2469,4,1000,7.0,2.7,Low,3.58,4.62
31,Male,186.8,106.7,30.59,1887,59,8256,7.5,1.8,High,7.89,8.24
29,Female,166.4,51.0,18.4,1967,19,2168,6.6,2.4,Moderate,4.46,4.66
32,Male,170.9,80.7,27.63,2530,70,8266,7.2,1.6,Low,5.63,6.6
36,Male,168.8,85.8,30.14,2715,0,2891,7.3,3.2,High,4.15,4.54
24,Male,182.2,84.4,25.43,2650,41,3778,4.5,4.1,High,5.41,6.04
51,Female,152.5,86.0,36.99,1962,0,10340,6.8,4.6,Moderate,4.68,4.83
44,Male,172.7,95.0,31.87,2224,31,8085,8.1,1.7,Low,4.95,5.42
57,Female,158.1,70.0,28.0,1712,36,1403,5.4,1.8,Low,5.12,5.68
51,Male,176.7,79.6,25.49,1604,28,6044,5.8,2.6,High,5.71,6.17
25,Male,173.5,72.7,24.14,2340,30,8916,8.4,3.3,Low,5.04,5.46
21,Female,158.8,101.4,40.21,2979,72,5832,8.6,2.5,Low,5.01,5.62
38,Male,184.1,115.8,34.18,2349,105,6798,6.3,3.6,Low,5.3,6.25
41,Male,178.3,56.5,17.78,3254,54,8854,7.2,3.2,Moderate,5.53,5.8
29,Female,162.5,45.0,17.03,2217,20,8156,6.9,1.1,Moderate,3.62,3.62
55,Female,163.1,88.2,33.16,2315,46,4527,8.4,2.8,High,6.42,7.46
45,Male,179.5,97.3,30.18,1804,35,8078,6.4,1.6,High,6.58,6.95
53,Male,182.0,113.2,34.17,2126,69,6994,6.5,2.2,High,6.47,6.87
23,Other,182.2,91.3,27.51,1705,53,14034,8.6,2.3,Low,8.24,8.65
57,Female,165.9,103.1,37.47,1527,0,7639,5.8,3.4,Moderate,4.95,5.08
27,Female,157.1,107.9,43.71,1713,75,8472,6.4,2.7,Moderate,6.74,7.2
39,Female,165.8,104.4,37.98,2342,72,8909,7.2,2.3,High,7.66,8.16
39,Female,158.4,93.9,37.39,1931,86,6871,8.8,4.6,Moderate,6.61,7.36
57,Male,172.8,54.9,18.4,2050,30,5480,5.6,1.9,Low,3.99,4.4
31,Male,172.3,77.8,26.23,2504,53,9609,6.1,3.0,Moderate,6.06,6.06
29,Female,162.5,83.4,31.59,1525,11,9637,7.7,3.3,Moderate,7.1,7.23
34,Female,167.6,76.2,27.14,2340,43,15289,7.9,2.9,Low,5.29,6.28
35,Female,151.0,77.3,33.9,2724,56,10598,7.3,1.9,Moderate,6.38,6.69
26,Female,154.5,106.2,44.47,2767,27,10657,6.9,1.8,Moderate,4.5,5.29
26,Male,175.4,64.4,20.94,2558,54,10512,7.2,3.3,Moderate,6.57,6.92
29,Female,151.9,92.4,40.04,2273,49,5583,5.2,3.6,Low,5.11,5.99
40,Female,159.2,83.7,33.04,1988,32,3597,7.1,2.7,Moderate,6.25,6.88
34,Male,167.7,62.6,22.24,2258,84,4487,8.8,1.5,Low,5.44,5.53
36,Female,171.2,58.6,20.01,3126,38,10407,5.4,2.7,Low,3.2,3.39
52,Female,163.0,47.4,17.83,2436,48,12975,6.1,4.1,Moderate,5.11,5.18
29,Male,168.4,86.7,30.59,2246,3,10569,6.5,1.8,Low,3.24,4.16
61,Female,164.1,76.9,28.54,2581,59,7415,6.6,2.4,Moderate,4.45,4.61
54,Female,158.3,63.1,25.21,2324,31,13868,9.2,2.8,Moderate,4.31,4.78
26,Female,162.9,45.0,16.95,2412,71,6447,5.9,3.7,Moderate,4.49,5.07
33,Male,167.5,85.8,30.59,2176,8,3981,5.6,2.2,Low,4.43,5.11
26,Female,170.4,74.9,25.8,2092,57,8885,7.9,3.1,Low,6.94,7.38
31,Male,174.2,65.2,21.47,2798,0,12521,6.2,4.0,Moderate,2.78,2.83
35,Female,150.5,60.6,26.79,1324,62,5046,7.9,1.4,Low,6.9,7.08
24,Male,185.7,73.7,21.37,2539,40,2033,6.8,1.5,Low,3.4,3.64
18,Female,159.7,86.5,33.89,2061,56,8131,7.6,2.6,Moderate,7.17,7.17
39,Female,145.6,72.1,33.98,1347,28,10700,5.1,3.6,Low,5.31,6.06
51,Female,174.6,56.6,18.58,1812,18,1000,7.5,3.0,Moderate,5.04,5.82
32,Female,166.2,77.0,27.87,2281,32,11420,7.3,3.7,Low,4.99,5.21
59,Male,166.1,96.8,35.11,2350,50,3216,6.7,1.2,Low,4.29,5.35
35,Female,154.2,78.7,33.09,2670,61,10536,5.5,3.0,High,6.44,7.0
61,Male,177.0,79.2,25.28,2704,53,1011,7.3,0.8,Moderate,4.91,5.8
29,Female,154.2,72.1,30.34,1526,18,2838,7.9,3.9,Low,5.46,6.34
43,Male,167.9,62.0,21.98,2488,96,10165,6.4,3.8,Low,5.68,6.23
54,Female,156.6,61.4,25.02,2664,54,12255,6.4,2.4,Moderate,5.66,5.66
20,Male,186.4,48.1,13.84,2409,27,7968,8.0,0.8,Moderate,4.66,5.33
62,Female,166.3,99.3,35.87,2551,56,16383,9.1,2.5,Moderate,6.31,7.09
